obj_num,RA,DEC,objectId,refBand,refExtendedness,detect_fromBlend,detect_isIsolated,parentObjectId,u_cModelMag,u_psfMag,u_psf_minus_cModel,u_extendedness,u_blendedness,g_cModelMag,g_psfMag,g_psf_minus_cModel,g_extendedness,g_blendedness,r_cModelMag,r_psfMag,r_psf_minus_cModel,r_extendedness,r_blendedness,i_cModelMag,i_psfMag,i_psf_minus_cModel,i_extendedness,i_blendedness,z_cModelMag,z_psfMag,z_psf_minus_cModel,z_extendedness,z_blendedness,y_cModelMag,y_psfMag,y_psf_minus_cModel,y_extendedness,y_blendedness,hst_id,hst_label,hst_sep_arcsec,hst_acs_mu_class,hst_flag_combined
11,150.18129879788566,1.724555624740534,788011393692500378,i,1.0,True,False,788011393692471388,22.69237806244927,23.10336514374283,0.41098708129356254,1.0,-14.3518705368042,21.736671373678043,22.222983315431858,0.4863119417538151,1.0,-76.72869873046875,21.22446650753753,21.728719308276595,0.5042528007390636,1.0,-71.40512084960938,20.908184934017456,21.541270110632983,0.633085176615527,1.0,-43.23217010498047,20.79353700903394,21.38481205363062,0.5912750445966779,,-22.610326766967773,20.748711939402703,21.30686856079791,0.5581566213952058,,-7.597686767578125,268910,0,0.11728420043082792,2,0
12,150.59683099683267,1.746071076379709,788011874728828024,i,1.0,True,False,788011874728804859,26.039840237538073,26.737339922140844,0.6974996846027715,,0.3069661855697632,24.1800063213482,24.70831661988241,0.5283102985342119,,-3.592681646347046,22.971444574623778,23.46263983164843,0.4911952570246534,1.0,-9.146806716918945,22.35961243308659,22.889668687294286,0.5300562542076968,1.0,-12.25350570678711,21.983274195381156,22.50116151403408,0.5178873186529245,,-6.620042324066162,21.825787746816534,22.36517554140175,0.5393877945852168,1.0,-1.5738157033920288,396393,0,0.12901620316800688,2,1
13,150.27143775074998,1.846705152885915,788012012167788075,r,1.0,True,False,788012012167760782,25.12203104897462,25.748449610223318,0.6264185612486983,,-0.22484366595745087,23.499125384901642,24.04610397710659,0.5469785922049475,,-6.481110572814941,22.24976586985509,22.721566743293522,0.4718008734384327,1.0,-18.391345977783203,21.251772860968522,21.762710114043024,0.510937253074502,1.0,-47.0406494140625,20.84226754102975,21.2932381815381,0.450970640508352,1.0,-36.8170166015625,20.62361996439705,21.058825262317526,0.4352052979204757,0.0,-13.369766235351562,784454,0,0.1149997943311126,2,0
14,150.59111210120506,1.899543361421189,788012561923595207,i,1.0,True,False,788012561923571968,24.93877569721964,25.591418323277757,0.6526426260581175,,-0.5266903042793274,23.945060021874127,24.438133093294987,0.4930730714208593,1.0,-6.751486301422119,22.831393000237853,23.290113513513326,0.45872051327547325,1.0,-13.955988883972168,22.389823643677502,22.968716717499376,0.5788930738218738,1.0,-11.996610641479492,22.145990664766817,22.624943495385228,0.478952830618411,1.0,-6.271990776062012,21.97661312684458,22.446565792321074,0.4699526654764945,1.0,-2.4920291900634766,59733,0,0.08904303828343245,2,0
15,149.758433530272,2.066637653405363,788013592715745942,i,1.0,True,False,788013592715723118,24.02664025128843,24.404216023764995,0.3775757724765647,,-1.9904967546463013,23.530490866291725,23.99082500439151,0.4603341380997854,1.0,-7.95095157623291,22.434700539526986,22.876230270312888,0.4415297307859021,1.0,-14.542274475097656,21.573715105038232,22.07482036764302,0.5011052626047885,1.0,-24.347322463989258,20.979931373446902,21.418050936895263,0.43811956344836034,1.0,-18.242549896240234,20.721629341061025,21.162653929923597,0.4410245888625717,1.0,-7.976924419403076,346822,0,0.06385639659648851,2,0
16,149.8367730432884,1.7431784790502698,788012218326211332,i,1.0,True,False,788012218326188492,24.264822013294364,24.63292338816969,0.36810137487532657,1.0,-1.5309957265853882,21.76838677533908,22.17919827243593,0.41081149709684794,1.0,-59.6515998840332,20.49325597840996,20.90114695191997,0.40789097351001047,1.0,-132.99462890625,19.611161851932863,20.070579955471096,0.4594181035382334,1.0,-175.2994384765625,19.217640815853237,19.657779893704895,0.44013907785165785,1.0,-127.5455322265625,19.03664392886946,19.482884095991658,0.4462401671221983,1.0,-38.73270034790039,307325,0,0.09962618586574108,2,1
17,149.76419360890304,2.3219057560344547,788014279910518296,i,1.0,True,False,788014279910492541,23.100448323772405,23.454257619074237,0.3538092953018328,,-5.1427412033081055,22.43063361721235,22.823079647677403,0.39244603046505233,1.0,-28.53165626525879,21.780605553201518,22.154291469179146,0.373685915977628,1.0,-36.151634216308594,21.516880240183674,21.975877897171348,0.45899765698767325,1.0,-37.0759391784668,21.47561459239804,21.854653549578877,0.379038957180839,1.0,-15.103641510009766,21.293428282337356,21.658720450194778,0.36529216785742236,1.0,-5.457242012023926,418615,0,0.14672161297536318,2,0
18,150.15962208032147,1.6189668106106079,788011393692493319,i,1.0,True,False,788011393692468653,22.834222819763724,23.131959699620808,0.29773687985708364,1.0,-8.94693660736084,22.696928604278085,23.087104513007773,0.3901759087296881,1.0,-22.102893829345703,22.140459793318843,22.5041329053564,0.3636731120375565,1.0,-24.76045036315918,22.08688547353877,22.533211856190952,0.44632638265218105,1.0,-18.270227432250977,21.91850614490398,22.33357159058258,0.41506544567860004,1.0,-9.044716835021973,21.941416202056413,22.266965534698514,0.32554933264210106,1.0,-1.8434278964996338,933822,0,0.0067102241480394625,2,0
19,150.4513294204529,1.9730551155385605,788012630643075789,i,1.0,True,False,788012630643050492,20.740796467279928,21.03734351690363,0.29654704962370104,1.0,-76.70148468017578,19.91623643356453,20.27445385848432,0.3582174249197898,1.0,-413.5151062011719,19.592962335761634,19.95575764350904,0.36279530774740465,1.0,-275.2953186035156,19.44588078753967,19.87843966699055,0.4325588794508768,1.0,-295.5794372558594,19.386862896988717,19.79631065688444,0.40944775989572335,1.0,-82.810791015625,19.376218157073456,19.779844383959276,0.4036262268858195,,-24.983007431030273,244737,0,0.09691667878686042,2,1
20,150.02493466443897,2.160022838116717,788013523996274223,i,1.0,True,False,788013523996248613,23.793057025692008,24.162450769632372,0.36939374394036406,,-2.711470127105713,23.127243922578764,23.52124871301234,0.39400479043357706,,-14.595701217651367,22.263618192942737,22.619517454639844,0.3558992616971075,1.0,-22.982044219970703,21.71422800968725,22.130658943552717,0.4164309338654668,1.0,-28.928308486938477,21.458114497369102,21.825353574844737,0.36723907747563445,1.0,-16.945241928100586,21.330064446719042,21.69252448987232,0.36246004315327696,1.0,-6.537096977233887,347971,0,0.177837145244279,2,0
21,149.5978896096559,1.8680177123017851,788012287045696255,i,1.0,True,False,788012287045668306,21.795375655435254,22.054598932043767,0.2592232766085125,1.0,-29.19053840637207,19.4591572134392,19.81181530837552,0.35265809493632005,1.0,-649.8563842773438,18.471706451839182,18.824629595557283,0.3529231437181011,1.0,-1057.563232421875,18.05154035739004,18.45694662306046,0.4054062656704218,1.0,-1009.7025146484375,17.86889135556533,18.243233740589137,0.37434238502380524,1.0,-442.5229797363281,17.75252935299944,18.134617569651684,0.3820882166522459,1.0,-172.62442016601562,927787,0,0.26006755229007494,2,1
