N_star_train,N_galaxy_train,density_method,pS_bin_count,epsilon_floor,density_built_successfully,field,external_label_source,magnitude_bin,fold,band,cross_validation_used,notes
695,48401,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,3,u,True,5-fold out-of-fold likelihood
1232,55887,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,3,g,True,5-fold out-of-fold likelihood
1239,56045,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,3,r,True,5-fold out-of-fold likelihood
1238,56020,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,3,i,True,5-fold out-of-fold likelihood
1238,55308,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,3,z,True,5-fold out-of-fold likelihood
1175,46556,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,3,y,True,5-fold out-of-fold likelihood
718,48455,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,4,u,True,5-fold out-of-fold likelihood
1233,55885,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,4,g,True,5-fold out-of-fold likelihood
1239,56045,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,4,r,True,5-fold out-of-fold likelihood
1238,56020,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,4,i,True,5-fold out-of-fold likelihood
1236,55293,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,4,z,True,5-fold out-of-fold likelihood
1176,46523,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,4,y,True,5-fold out-of-fold likelihood
411,35712,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,0,u,True,5-fold out-of-fold likelihood
847,43571,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,0,g,True,5-fold out-of-fold likelihood
876,44044,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,0,r,True,5-fold out-of-fold likelihood
876,43954,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,0,i,True,5-fold out-of-fold likelihood
874,41944,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,0,z,True,5-fold out-of-fold likelihood
808,32921,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,0,y,True,5-fold out-of-fold likelihood
423,35697,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,1,u,True,5-fold out-of-fold likelihood
848,43584,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,1,g,True,5-fold out-of-fold likelihood
877,44044,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,1,r,True,5-fold out-of-fold likelihood
877,43963,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,1,i,True,5-fold out-of-fold likelihood
875,41972,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,1,z,True,5-fold out-of-fold likelihood
797,32982,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,1,y,True,5-fold out-of-fold likelihood
405,35738,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,2,u,True,5-fold out-of-fold likelihood
849,43578,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,2,g,True,5-fold out-of-fold likelihood
877,44044,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,2,r,True,5-fold out-of-fold likelihood
877,43956,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,2,i,True,5-fold out-of-fold likelihood
875,41967,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,2,z,True,5-fold out-of-fold likelihood
802,32926,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,2,y,True,5-fold out-of-fold likelihood
414,35662,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,3,u,True,5-fold out-of-fold likelihood
853,43574,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,3,g,True,5-fold out-of-fold likelihood
877,44044,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,3,r,True,5-fold out-of-fold likelihood
877,43963,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,3,i,True,5-fold out-of-fold likelihood
876,41920,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,3,z,True,5-fold out-of-fold likelihood
804,32918,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,3,y,True,5-fold out-of-fold likelihood
423,35735,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,4,u,True,5-fold out-of-fold likelihood
851,43577,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,4,g,True,5-fold out-of-fold likelihood
877,44044,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,4,r,True,5-fold out-of-fold likelihood
877,43964,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,4,i,True,5-fold out-of-fold likelihood
876,41913,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,4,z,True,5-fold out-of-fold likelihood
801,32933,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,26 <= mag < 26.5,4,y,True,5-fold out-of-fold likelihood
